,placename,placeaddress,placephone,placeinfo,placeintro,openhour,placeimg
92,원필라테스 마포점,서울 마포구 토정로32길 4,02-701-3370,"주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이",,주말 09:00 - 19:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200715_153%2F1594824896085GWi6l_JPEG%2FOun2yHbwmlZtUE-Pmx9q-nfS.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200715_185%2F15948249442146G2K5_JPEG%2FRF_YBwZVkwmAGG31bUKK2ZaD.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200715_19%2F1594824944249w8OLt_JPEG%2FozLeFh1egkQC6Pe9XkAhrZnp.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200715_48%2F1594824944271QbX4j_JPEG%2FNoYdfFfMlnmkLn9swGJhELZR.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200715_2%2F1594824944278JkdR1_JPEG%2FfhqHbAhWq5cCogj_929l-_2V.jpg"""
93,프라우드바디 홀무브먼트,서울 마포구 광성로 17 신촌숲아이파크상가 1층 128호,010-4952-1115,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금",,평일 09:00 - 22:30 공휴일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191111_267%2F1573464208343ueW9m_JPEG%2F5VRUvSZgnRigJ_T9LolSAe9g.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191111_2%2F1573464206983BHSxC_JPEG%2FyJmwv3wtJ8qRPlXWmXydRJff.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191111_295%2F1573464208374QCwtv_JPEG%2FoDeGVOWI2D-ddti8T-Cu1VuA.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191111_176%2F1573464207575cunNJ_JPEG%2FzOIXe5OCE2jsGveZ2ntKvaVx.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191111_179%2F1573464208608Ow7Et_JPEG%2Fc1nTzvnC-zPbilbmXvWL1jGT.jpg"""
94,필라테스앤코,서울 마포구 백범로31길 8,010-9498-2107,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이",,공휴일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210617_211%2F1623907841354757oH_JPEG%2FngKxRiQXnAgrmbGJFEJ9Xr22.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210706_68%2F1625564817090RJxct_JPEG%2FoBZcZbYkuMjNGNx3Ylv-R9Cn.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210707_195%2F1625626105124L5GTi_JPEG%2FSL8ujnfcIDvDoGMGoFaXCF5K.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210707_8%2F1625626213028Ac982_JPEG%2Fwsl2x1rVkWt_xPajGIgzET0T.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210707_65%2F1625626231939SwctL_JPEG%2FS8iLf6-agdFtDlKJKGuWFtup.jpeg.jpg"""
95,오늘필라테스,서울 마포구 마포대로 214 401호,010-3166-2869,"무선 인터넷, 남/녀 화장실 구분, 국민지원금",,평일 09:00 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190619_4%2F15609119510262Ul0O_JPEG%2FEtS5v9_Y1kNwPpGYPgKpFGgA.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190619_50%2F1560911968363bYgAm_JPEG%2FvBd_4sHn1X-d5XWCiVWiENDw.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190619_238%2F1560950679333fgdvo_JPEG%2FflGDARE4Qf5dzQRfa-NliQq5.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190619_89%2F1560911981812vxgN2_JPEG%2FV6sr2oqKaQPHIUiQHHwSQMcs.jpg"""
96,모은 필라 스튜디오,서울 마포구 월드컵로25길 95 301호,0507-1479-2354,"주차, 예약, 무선 인터넷, 반려동물 동반, 제로페이","1:1 기구필라테스 전문 스튜디오입니다*오픈기념 17시 전 레슨 10%할인 이벤트중*탁트인 쾌적한 공간에서의 프라이빗한 레슨을 원하시는 분들에게 좋은 공간입니다:)체형 자세교정, 보행패턴, 통증완화에 중점을 두며 잘못 형성된 움직임의 패턴들을 가장 편안한 상태로 되돌려 놓는 레슨을 진행합니다성장운동,산전산후,키즈, 발레핏상담 레슨은 예약제입니다! 카카오톡 채널 : 모은필라로 편하게 문의주세요",매일 09:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210804_236%2F1628037537210mYsTB_JPEG%2FqQuqF5KxbmwzzIDS92Ascdm6.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210908_97%2F1631108092971ADv6o_JPEG%2FOZWEw3-8XDe0vf4EfnzeJm54.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210908_38%2F1631108117977XpFmF_PNG%2FMtjtjBjqRjPlJD8OagDgrFp6.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210823_116%2F1629690745478CyeCx_PNG%2FBQUvEfjLiF7jEbbPkBfnndY4.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210819_221%2F1629353932830kworh_JPEG%2FA6cXOSuBufA-z6kQBKWyHIQp.jpeg.jpg"""
97,원픽필라테스,서울 마포구 월드컵북로 502,0507-1377-0905,"주차, 무선 인터넷, 남/녀 화장실 구분",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190920_180%2F15689752848789MqUf_JPEG%2F7OdKyZKMO4qODU1Z8bNvAujM.jpg"""
98,럽핏필라테스,서울 마포구 대흥로 183 신촌그랑자이 상가 2동 203호,0507-1484-2203,주차,,일요일 09:00 - 16:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_157%2F1620276851348GBeBX_PNG%2F1vSREixCun4_DqtzNO65-XPe.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_186%2F1620277581667gyzSU_JPEG%2F8n3a5wU2yGabkFR6EsjtE6Yr.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_182%2F1620277537531OdzoX_JPEG%2FoSUB9Aktojc-Y8JoiodofD1D.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_166%2F16202775234277v8rg_JPEG%2FCwGJ5Ntxk3MVsDtsMCnNx9yA.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_68%2F1620278311850YCf3K_JPEG%2FwGh9dFQOsM7XrYL5F2m-pVWm.jpg"""
99,PIM필라테스,서울 마포구 토정로 170 옥산빌딩 2층 202호,0507-1365-8484,"주차, 예약, 무선 인터넷",,평일 07:00 - 22:00 매주 일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210805_286%2F1628112638259IMwrO_JPEG%2FS93l3sE9N9plRYLNQboK10Ao.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210805_205%2F16281126778357tdt3_JPEG%2FufmWZuTQy5Z8pQimv_obJxiM.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210805_205%2F162811265090871mn1_JPEG%2FRM9x-ZfIID-alfsdW-f_kNs8.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210805_46%2F16281126672816U4eA_JPEG%2Fz8vXW6HOv_1ohlu99qHgA-83.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210805_245%2F1628112689178sot7z_JPEG%2FwrPvqWATTx_5hY8xb1xI3Xzc.jpeg.jpg"""
100,필라테스 스튜디오 온,서울 마포구 마포대로 68 509호,0507-1329-2935,"주차, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",,평일 08:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201101_73%2F1604161060673U0aVo_JPEG%2FcewCE_9VbHYC2Tu2KcZnzcqB.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201101_72%2F1604161060494UcKiM_JPEG%2FhBRV1-6kCmAf-lKaVZHwh17p.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201101_217%2F16041610737303hS3H_JPEG%2FN3CYwIQDC3eBD-8GXB36Q1N4.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201101_54%2F1604161079694lTDyq_JPEG%2FIOiSXBZxYO1-qHEs4dVtcycO.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201101_96%2F1604161079856VVDlI_JPEG%2F-R8goaNfdRt92t3Tst-eXGLG.jpg"""
101,모던필라테스 서울마포지부(합정점),"서울 마포구 독막로 27 2,3층",02-336-2203,국민지원금,,,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190813_286%2F1565686334597wjazT_JPEG%2FrySDGtk2-oZw-Cyh2Q9J0cU6.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190813_238%2F1565686334460QdpiG_JPEG%2FYb0ek4GFsyYida-v1GxDr5Jl.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190813_117%2F1565686334421uEWgd_JPEG%2FdaPcxBw0ZBdD453lNm1iWyjs.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190813_284%2F1565686334625QuLRw_JPEG%2FYSjl1wTPLV7YXh-djbgqO559.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190813_76%2F15656862543966OJLQ_JPEG%2FS8Psq1bJzpEhUdAnGmL5aA1A.jpg"""
102,럽핏필라테스 마포점,서울 마포구 대흥로24길 24 마포프레스티지자이 상가B동 206호,0507-1358-5074,"주차, 무선 인터넷",,주말 09:00 - 14:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_180%2F1620278869568VKXi9_JPEG%2FzJSp-eK9S86KgSndsEdsOjjG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_216%2F1620278867480r3J5q_JPEG%2F0eoVZ9PLFQvP0EkN962B2Wvl.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_28%2F1620278868720e0Kcm_JPEG%2F_iXIq7IawRstEC6ChudNqTGk.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_157%2F1620278867619ARIo5_JPEG%2Fj3LxxSgmzCHNsAZ7svk-Z_hJ.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_141%2F1620278867768lgatU_JPEG%2FAkxyRE6Apgb-uX1spd2VrHSR.jpg"""
103,슈에뜨필라테스,서울 마포구 동교로38길 33-18 201호,0507-1318-9697,"예약, 무선 인터넷, 국민지원금",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200525_199%2F1590387918793i4GG9_JPEG%2F-8juNvuoFcHWg2dDfkY5U7ow.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200525_286%2F15903879337279mnMP_JPEG%2FcWUBzEVo7lhKSEurz_m9X1iZ.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200525_230%2F1590387940830K92V7_JPEG%2FbAgrQiNegVagrutXEvro94Fn.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200525_300%2F15903879497766hp3W_JPEG%2F2fWYiWncHBpzPNy6l7eDQKRn.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200525_102%2F1590387967366XthDH_JPEG%2F8vZWljXVjXSPkN0cqv6x0ICu.jpg"""
104,그레이바디스튜디오,서울 마포구 와우산로 51 3층,0507-1303-8795,"무선 인터넷, 국민지원금",,평일 09:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180227_244%2F1519737410178AKdV1_JPEG%2FvBeapgsMP8rP31bwRK4BK5pF.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210408_124%2F1617813044737FLm6J_JPEG%2FpxloHVFmqeKgZul2Y_McMFez.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210408_121%2F1617813190433lfmBY_JPEG%2F2LelTNsDjH6LFEN6Se3t2LUy.jpeg.jpg"""
105,필라테스욜로 더 베이직,서울 마포구 월드컵북로6길 98 4층,0507-1399-9311,"주차, 제로페이","안녕하세요 필라테스 욜로의 2호점 '필라테스욜로 더 베이직' 입니다.-기초클래스를 가르치는 스튜디오가 아닌 필라테스의 가장 중요한 본질과 아무리 강조해도 지나치지 않은 베이직(기본,필수적인)의 중요성을 통해 운동에 가속이 붙고, 그로 인해서 회원님들이 들인 시간과 비용이 최상의 지름길로 통할 수 있도록 하는.몸과 마음이 지친 자신을 살피고 들여다볼 수 있는 나만의 공간 '더 베이직' 입니다.",매일 08:00 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210330_124%2F1617031535769c2mNy_JPEG%2Foopyjo4vsLgiGibHSIfw9Khw.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210513_208%2F1620879202555sNICs_JPEG%2FWaLwUP50Ijl9rOPE6eQtnita.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210509_173%2F1620552523916o4WgY_JPEG%2FJUUAMGMshjUkyW4sRoPwHLWp.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210513_82%2F1620883404705KFu5C_JPEG%2Foa3uyxISFOCTGOKe6XkZkW8E.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210510_272%2F16206420340609Lcz7_JPEG%2Fdhy1o-1At4eSj9C_4PWtl4wr.jpg"""
106,마이크로스튜디오 상암점,서울 마포구 월드컵북로 361 DMC이안오피스텔 1층,0507-1418-0522,"주차, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 지역화폐(카드형), 제로페이, 국민지원금","큰 근육부터 코어 근육까지 ! 단 20분의 짧은 시간안에 이루어지는 고강도 운동 효과를마이크로스튜디오 상암점에서 직접 경험해보세요. :-)마이크로 트레이닝은 85hz의 저주파가 1초당 80회 이상전신근육을 수축시켜 주기때문에 20분에 6시간 이상의 근력운동 시간이 단축됩니다. 근육 깊숙한 코어까지 자극시키며, 내 몸의 모든근육 운동이 가능하기 때문에 체형의 발란스가 좋아집니다",,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_277%2F1503465554765UnP1x_JPEG%2Fn_E4MjenRjVAn2cOvtFTvy1k.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_219%2F1503465569545ozVUM_JPEG%2Ft5uwRCL9sFSCv6rfhOsGyqvC.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_265%2F1503465569640b3M1l_JPEG%2FVD5gcQlabnz5rtkeH3aAyowo.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_50%2F1503465570624f7fqq_JPEG%2FpWTaL-1VHHbt8io0UVnSzrS-.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170823_25%2F15034655708865wEII_JPEG%2FDknuSUnSlFaxpTChE3Hivtq4.JPG.jpg"""
107,그녀의필라테스 상암점,서울 마포구 월드컵북로 396 누리꿈스퀘어 B1032호,0507-1328-3909,"주차, 예약, 국민지원금",,주말 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210609_116%2F162323500117114VRi_JPEG%2FqFSotZLuWKmzw0JDnyKK7MXt.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191013_46%2F15709456944241O0iF_JPEG%2FY2ga5h0QQU1t6NCV0rBtabcK.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191013_291%2F1570945702987xCbT1_JPEG%2FfRQD81sWBWN5focEqIp7YA8O.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191013_138%2F1570945710396sMWFb_JPEG%2FCAygYZQZ-z7IBBK-s07lsm19.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191013_122%2F1570945726391Ulo1q_JPEG%2FTcR1DjnX5G5f-dfj05vgPWpQ.jpeg.jpg"""
108,오름 필라테스 공덕직영점,서울 마포구 마포대로11길 41,0507-1425-5250,"주차, 예약, 제로페이, 국민지원금",,주말 09:00 - 15:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201210_52%2F1607575611967qjR6T_JPEG%2FGhelWyS42R4b3dFp8Xnb6Eam.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_275%2F1608278088869o2n7o_JPEG%2F88bd_6sEIgOlIK39VUrIvt1N.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_147%2F160827809164541GFv_JPEG%2F6P8L1Lm41i4nZvI3DdNwVKGw.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_225%2F1608278095095cf9cJ_JPEG%2Ftt5IxKenXXLcg1dNZdi424an.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201218_119%2F1608278098878EmlDR_JPEG%2FAIagk7ggoFhm5-b6szYcGEa5.jpg"""
